Country,Uri,Popularity,Title,Artist,Album/Single,Genre,Artist_followers,Explicit,Album,Release_date,Track_number,Tracks_in_album,danceability,energy,key,loudness,mode,speechiness,acoustics,instrumentalness,liveliness,valence,tempo,duration_ms,time_signature,Genre_new,Days_since_release,Released_after_2017,Explicit_false,Explicit_true,album,compilation,single,bolero,boy band,country,dance/electronic,else,funk,hip hop,house,indie,jazz,k-pop,latin,metal,opm,pop,r&b/soul,rap,reggae,reggaeton,rock,trap,syuzhet_norm,bing_norm,afinn_norm,nrc_norm,syuzhet,bing,afinn,nrc,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,n_words,anger_norm,anticipation_norm,disgust_norm,fear_norm,joy_norm,sadness_norm,surprise_norm,trust_norm,negative_norm,positive_norm,anger_norm2,anticipation_norm2,disgust_norm2,fear_norm2,joy_norm2,sadness_norm2,surprise_norm2,trust_norm2,negative_norm2,positive_norm2,negative_bog_jr,positive_bog_jr,Bayes,Negative_Bayes,Neutral_Bayes,Positive_Bayes,LDA_Topic,Celebrate,Desire,Explore,Fun,Hope,Love,Nostalgia,Thug,bing_norm_negative,bing_norm_neutral,bing_norm_positive,Argentina,Australia,Austria,Belgium,Brazil,Canada,Chile,Colombia,Costa Rica,Denmark,Ecuador,Finland,France,Germany,Global,Indonesia,Ireland,Italy,Malaysia,Mexico,Netherlands,New Zealand,Norway,Peru,Philippines,Poland,Portugal,Singapore,Spain,Sweden,Switzerland,Taiwan,Turkey,UK,USA,Popu_max,Top10_dummy,Top50_dummy,Cluster
Poland,https://open.spotify.com/track/3AzjcOeAmA57TIOr9zF1ZW,29381.39999999999,physical,Dua Lipa,album,dance pop,20575026.0,False,Future Nostalgia,2020-03-27,4,11,0.647,0.8440000000000001,0,-3.756,1,0.0457,0.0137,0.0006580000000000001,0.102,0.746,146.967,193829,4,pop,232.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,1.25,2.0,4.0,2.0,2.0,2.0,1.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,258.0,0.0077519379844961,0.0077519379844961,0.003875968992248,0.0077519379844961,0.0116279069767442,0.003875968992248,0.003875968992248,0.0077519379844961,0.0077519379844961,0.0155038759689922,0.142857142857143,0.142857142857143,0.0714285714285714,0.142857142857143,0.214285714285714,0.0714285714285714,0.0714285714285714,0.142857142857143,0.333333333333333,0.666666666666667,0.0,3.0,1.0,0.0,0.0,1.0,Celebrate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,1.0,1.0,english speaking and nordic
Poland,https://open.spotify.com/track/5q5gzmbBS5yQzos2BvVr1t,7772.700000000003,nights with you,MØ,single,dance pop,1283811.0,False,Nights With You,2017-04-21,1,1,0.763,0.6709999999999999,1,-4.029,0,0.1,0.401,1.16e-05,0.375,0.602,120.06,197495,4,pop,1300.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,-1.0,1.95,2.0,4.0,-2.0,4.0,1.0,3.0,4.0,2.0,5.0,3.0,3.0,5.0,3.0,231.0,0.0173160173160173,0.0043290043290043,0.012987012987013,0.0173160173160173,0.0086580086580086,0.0216450216450216,0.012987012987013,0.012987012987013,0.0216450216450216,0.012987012987013,0.16,0.04,0.12,0.16,0.08,0.2,0.12,0.12,0.625,0.375,0.0,3.0,-1.0,1.0,0.0,0.0,Hope,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,51,0.0,0.0,english speaking and nordic
Poland,https://open.spotify.com/track/1cG0umU5TKStygKsPFZ9pY,27753.750000000004,shed a light,Robin Schulz - David Guetta - Cheat Codes,single,dance pop,2531210.0,False,Shed a Light,2016-11-25,1,1,0.483,0.787,8,-5.244,1,0.102,0.112,0.0,0.257,0.58,122.058,191379,4,pop,1441.0,0.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,-1.0,1.0,1.0,0.55,-1.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,3.0,4.0,291.0,0.0,0.0,0.0,0.0,0.0068728522336769,0.0068728522336769,0.0034364261168384,0.0034364261168384,0.0103092783505155,0.0137457044673539,0.0,0.0,0.0,0.0,0.333333333333333,0.333333333333333,0.166666666666667,0.166666666666667,0.4285714285714289,0.5714285714285711,3.0,14.0,-1.0,1.0,0.0,0.0,Love,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,25,0.0,1.0,english speaking and nordic
Poland,https://open.spotify.com/track/2Vdub5mY4lad7w64bFPUez,40.8,hey ma  - spanish version,Pitbull - J Balvin - Camila Cabello,single,dance pop,7998617.0,False,Hey Ma (with Pitbull & J Balvin feat. Camila Cabello) [Spanish Version],2017-03-09,1,1,0.489,0.962,0,-2.597,1,0.215,0.0277,6.18e-06,0.128,0.518,104.563,194942,4,pop,1343.0,1.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,176,0.0,0.0,english speaking and nordic
Poland,https://open.spotify.com/track/6IaieqiCVvsNvEt6Y7yOFa,317.6,ball for me,Post Malone - Nicki Minaj,album,dfw rap,29173640.0,True,beerbongs & bentleys,2018-04-27,10,18,0.797,0.55,9,-4.166,1,0.24,0.513,0.0,0.0786,0.5429999999999999,134.20600000000002,206267,4,rap,932.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1.0,0.0,-1.0,-1.0,0.1,0.0,-16.0,-2.0,8.0,4.0,4.0,3.0,5.0,3.0,2.0,6.0,9.0,7.0,422.0,0.018957345971564,0.0094786729857819,0.0094786729857819,0.0071090047393364,0.0118483412322275,0.0071090047393364,0.004739336492891,0.014218009478673,0.0213270142180095,0.0165876777251185,0.2285714285714289,0.114285714285714,0.114285714285714,0.0857142857142857,0.142857142857143,0.0857142857142857,0.0571428571428571,0.1714285714285709,0.5625,0.4375,9.0,18.0,1.0,0.0,0.0,1.0,Thug,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,107,0.0,0.0,english speaking and nordic
Poland,https://open.spotify.com/track/6Ju28M6P8Y8sLjBgWjyUUD,672.4000000000002,hunger,Florence + The Machine,album,art pop,5344593.0,False,High As Hope,2018-06-29,2,10,0.7290000000000001,0.675,2,-5.62,0,0.0415,0.53,0.0,0.0985,0.332,116.016,214667,4,pop,869.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1.0,0.0,-1.0,-1.0,-3.15,0.0,-8.0,-2.0,4.0,3.0,3.0,6.0,4.0,4.0,3.0,8.0,9.0,7.0,285.0,0.0140350877192982,0.0105263157894737,0.0105263157894737,0.0210526315789474,0.0140350877192982,0.0140350877192982,0.0105263157894737,0.0280701754385965,0.0315789473684211,0.0245614035087719,0.114285714285714,0.0857142857142857,0.0857142857142857,0.1714285714285709,0.114285714285714,0.114285714285714,0.0857142857142857,0.2285714285714289,0.5625,0.4375,0.0,1.0,-1.0,1.0,0.0,0.0,Explore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,38,0.0,1.0,english speaking and nordic
Poland,https://open.spotify.com/track/1p1SbqeipOd4ezKUpxqaz6,175.20000000000005,"baby, you make me crazy",Sam Smith,album,pop,14303985.0,False,The Thrill Of It All (Special Edition),2017-11-03,7,14,0.513,0.648,5,-7.713999999999999,0,0.0994,0.007390000000000002,4.870000000000001e-05,0.17600000000000002,0.4970000000000001,169.743,207966,4,pop,1107.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,140,0.0,0.0,english speaking and nordic
Poland,https://open.spotify.com/track/7vRfxLcDDwgYW2WTrtEgUV,44.0,the next best american record,Lana Del Rey,album,art pop,11440791.0,False,Norman Fucking Rockwell!,2019-08-30,10,14,0.387,0.35200000000000004,2,-9.77,1,0.0353,0.624,3.81e-05,0.112,0.113,107.892,349347,4,pop,442.0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,1.0,1.0,1.0,3.55,5.0,12.0,6.0,1.0,3.0,0.0,0.0,3.0,1.0,1.0,2.0,1.0,7.0,313.0,0.0031948881789137,0.0095846645367412,0.0,0.0,0.0095846645367412,0.0031948881789137,0.0031948881789137,0.0063897763578274,0.0031948881789137,0.0223642172523962,0.0909090909090909,0.272727272727273,0.0,0.0,0.272727272727273,0.0909090909090909,0.0909090909090909,0.181818181818182,0.125,0.875,0.0,5.0,1.0,0.0,0.0,1.0,Desire,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,146,0.0,0.0,english speaking and nordic
Poland,https://open.spotify.com/track/66W1rVTnEv86dIkFhoiElg,14294.1,secrets,Regard - RAYE,single,edm,105987.0,True,Secrets,2020-04-24,1,1,0.848,0.768,6,-5.386,0,0.0373,0.0412,0.000785,0.195,0.777,118.961,176767,4,dance/electronic,204.0,1.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,1.0,1.0,1.0,4.65,4.0,4.0,6.0,4.0,4.0,1.0,4.0,9.0,4.0,4.0,11.0,7.0,13.0,318.0,0.0125786163522013,0.0125786163522013,0.0031446540880503,0.0125786163522013,0.0283018867924528,0.0125786163522013,0.0125786163522013,0.0345911949685535,0.0220125786163522,0.0408805031446541,0.0975609756097561,0.0975609756097561,0.024390243902439,0.0975609756097561,0.219512195121951,0.0975609756097561,0.0975609756097561,0.2682926829268289,0.35,0.65,0.0,11.0,-1.0,1.0,0.0,0.0,Love,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,42,0.0,1.0,english speaking and nordic
Poland,https://open.spotify.com/track/5TXDeTFVRVY7Cvt0Dw4vWW,492.60000000000014,revenge,XXXTENTACION,album,emo rap,22910410.0,True,17,2017-08-25,5,11,0.746,0.251,11,-16.169,0,0.259,0.782,0.00203,0.106,0.18,139.999,120027,4,rap,1177.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,-1.0,-1.0,-1.0,-1.0,-7.05,-12.0,-27.0,-9.0,11.0,8.0,7.0,10.0,5.0,8.0,4.0,7.0,17.0,8.0,475.0,0.0231578947368421,0.0168421052631579,0.0147368421052632,0.0210526315789474,0.0105263157894737,0.0168421052631579,0.0084210526315789,0.0147368421052632,0.0357894736842105,0.0168421052631579,0.183333333333333,0.133333333333333,0.116666666666667,0.166666666666667,0.0833333333333333,0.133333333333333,0.0666666666666667,0.116666666666667,0.68,0.32,7.0,6.0,-1.0,1.0,0.0,0.0,Explore,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,61,0.0,0.0,english speaking and nordic
Poland,https://open.spotify.com/track/3UjJP4ludb74a29P5EHEIo,6529.199999999999,thumbs,Sabrina Carpenter,album,dance pop,3088219.0,False,EVOLution,2016-10-14,3,10,0.721,0.722,8,-3.56,1,0.0577,0.025,0.0,0.0889,0.112,135.118,216467,4,pop,1483.0,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,55,0.0,0.0,english speaking and nordic
Poland,https://open.spotify.com/track/4OafepJy2teCjYJbvFE60J,8567.499999999998,breathin,Ariana Grande,album,dance pop,52571724.0,True,Sweetener,2018-08-17,9,15,0.568,0.6559999999999999,8,-5.4129999999999985,1,0.0433,0.0211,1.3699999999999998e-05,0.213,0.364,100.049,198160,4,pop,820.0,1.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1.0,-1.0,0.0,0.0,0.05,-1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,276.0,0.0036231884057971,0.0036231884057971,0.0,0.0,0.0,0.0,0.0,0.0036231884057971,0.0036231884057971,0.0036231884057971,0.333333333333333,0.333333333333333,0.0,0.0,0.0,0.0,0.0,0.333333333333333,0.5,0.5,3.0,0.0,-1.0,1.0,0.0,0.0,Celebrate,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,5,1.0,1.0,english speaking and nordic
